"","Date","Site.Name","COUNTY","mean_lat","mean_lon","Month","Year","Ozone","PM2.5"
"247",2018-01-22,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,52
"248",2018-01-22,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,40
"249",2018-01-22,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,51
"250",2018-01-22,"Millbrook School","Wake",35.856111,-78.574167,1,2018,32,59
"251",2018-01-22,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,39
"252",2018-01-22,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,57
"253",2018-01-23,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,17
"254",2018-01-23,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,8
"255",2018-01-23,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,25
"256",2018-01-23,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,18.5
"257",2018-01-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2018,NA,11
"258",2018-01-23,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,36,15.5
"259",2018-01-23,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,20
"260",2018-01-23,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,13
"261",2018-01-23,"Linville Falls","Avery",35.972347,-81.933072,1,2018,NA,10
"262",2018-01-23,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,19
"263",2018-01-23,"Millbrook School","Wake",35.856111,-78.574167,1,2018,37,20.5
"264",2018-01-23,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,16
"265",2018-01-23,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,15
"266",2018-01-24,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,18
"267",2018-01-24,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,7
"268",2018-01-24,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,16
"269",2018-01-24,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,26
"270",2018-01-24,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,28,22
"271",2018-01-24,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,15
"272",2018-01-24,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,3
"273",2018-01-24,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,13
"274",2018-01-24,"Millbrook School","Wake",35.856111,-78.574167,1,2018,31,20
"275",2018-01-24,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,9
"276",2018-01-24,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,15
"277",2018-01-25,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,26
"278",2018-01-25,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,13
"279",2018-01-25,"Clemmons Middle","Forsyth",36.026,-80.342,1,2018,NA,34
"280",2018-01-25,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2018,NA,43
"281",2018-01-25,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2018,31,30
"282",2018-01-25,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2018,NA,34
"283",2018-01-25,"Leggett","Edgecombe",35.988278,-77.5843,1,2018,NA,8
"284",2018-01-25,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2018,NA,27
"285",2018-01-25,"Millbrook School","Wake",35.856111,-78.574167,1,2018,31,35
"286",2018-01-25,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2018,NA,13
"287",2018-01-25,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2018,NA,25
"288",2018-01-26,"Bryson City","Swain",35.434767,-83.442133,1,2018,NA,52
"289",2018-01-26,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2018,NA,6
